<-10_90.xyz>
  H     0.572114   -4.366463   -2.317927
  H     0.633127   -1.884112   -2.335985
  H     0.202721   -4.315145    1.950571
  H     0.190211   -1.830961    1.912506
  H    -1.183221    4.383928   -1.707091
  H    -0.228335    5.584990    0.236392
  H     0.372837   -5.580149   -0.169603
</-60_90.xyz>

<-70_90.xyz>
  C    -0.267023    4.505282    0.229985
  C    -0.714047    3.835330   -0.903773
  C     0.126421    3.779844    1.349565
  H     0.477143    4.294608    2.233860
  C    -0.768616    2.446671   -0.923471
  C     0.073231    2.391117    1.341069
  H    -1.118909    1.916238   -1.798004
  H     0.370281    1.818657    2.208889
  C    -0.363573    1.731932    0.197807
  N    -0.491339    0.302650    0.211563
  N     0.497278   -0.299159   -0.218587
  C     0.381605   -3.804386   -1.391689
  C     0.410919   -2.416216   -1.398668
  C     0.378523   -1.725961   -0.190896
  C     0.384973   -2.412442    1.018663
  C     0.380183   -3.802355    1.015814
  C     0.370338   -4.500702   -0.186299
  H     0.379978   -4.343706   -2.329190
  H     0.449285   -1.863947   -2.327471
  H     0.383223   -4.338714    1.955081
  H     0.389802   -1.856140    1.945475
  H    -1.020365    4.393413   -1.778239
  H    -0.227689    5.585738    0.241958
  H     0.363425   -5.581986   -0.185305
</-70_90.xyz>

<-80_90.xyz>
  C    -0.272439    4.505340    0.226770
  C    -0.619858    3.838690   -0.943218
  C     0.022936    3.776829    1.374194
  H     0.295756    4.289163    2.286892
  C    -0.672275    2.450065   -0.971405
  C    -0.029125    2.388149    1.357397
  H    -0.945730    1.922144   -1.874403
  H     0.191192    1.813136    2.246126
  C    -0.365099    1.732633    0.178678
  N    -0.493691    0.302650    0.178065
  N     0.527319   -0.297672   -0.166703
  C     0.271586   -3.787280   -1.383351
  C     0.308627   -2.398690   -1.374044
  C     0.402795   -1.726923   -0.160126
  C     0.509274   -2.429872    1.034345
  C     0.486503   -3.819639    1.013083
  C     0.363112   -4.501165   -0.192391
  H     0.177353   -4.312224   -2.324318
  H     0.258669   -1.834657   -2.295174
  H     0.563434   -4.368849    1.941726
  H     0.604699   -1.888865    1.965430
  H    -0.849639    4.399225   -1.839292
  H    -0.234452    5.585748    0.245089
  H     0.344099   -5.582173   -0.205232
</-80_90.xyz>

<-90_90.xyz>
  C    -0.281036    4.503668    0.223770
  C    -0.521916    3.841132   -0.974963
  C    -0.087643    3.771167    1.390230
  H     0.101839    4.280392    2.325486
  C    -0.569031    2.452529   -1.012882
  C    -0.135534    2.382507    1.363762
  H    -0.759954    1.927830   -1.938699
  H     0.005406    1.804213    2.266365
  C    -0.363879    1.731309    0.157281
  N    -0.488999    0.300781    0.140530
  N     0.559421   -0.296133   -0.114020
  C     0.158060   -3.766520   -1.363718
  C     0.205953   -2.377860   -1.337250
  C     0.434301   -1.726662   -0.130771
  C     0.639457   -2.447882    1.039392
  C     0.592340   -3.836485    1.001474
  C     0.351455   -4.499021   -0.197258
  H    -0.031427   -4.275745   -2.298973
  H     0.065011   -1.799566   -2.239854
  H     0.742518   -4.400153    1.912327
  H     0.830383   -1.923184    1.965209
  H    -0.672094    4.404800   -1.885816
  H    -0.246752    5.584047    0.249431
  H     0.317169   -5.579400   -0.222917
</-90_90.xyz>

<0_90.xyz>
  C    -0.282705    4.510395    0.176695
  C    -1.239819    3.765509   -0.503883
  C     0.679918    3.860226    0.941772
  H     1.429039    4.432936    1.471883
  C    -1.238404    2.377964   -0.423434
  C     0.688175    2.473395    1.030751
  H    -1.980144    1.790296   -0.946338
  H     1.428524    1.959399    1.628015
  C    -0.266238    1.736376    0.337063
  N    -0.305817    0.315137    0.486820
  N     0.324325   -0.307795   -0.380243
  C     1.058923   -3.808091   -1.212368
  C     1.013220   -2.419412   -1.235904
  C     0.301669   -1.728973   -0.257592
  C    -0.368857   -2.427200    0.751286
  C    -0.319181   -3.810952    0.768811
  C     0.393264   -4.504192   -0.210752
  H     1.611457   -4.343563   -1.972126
  H     1.521307   -1.851022   -2.002563
  H    -0.835785   -4.357293    1.546524
  H    -0.915722   -1.876099    1.501921
  H    -1.990539    4.264105   -1.102240
  H    -0.288067    5.589806    0.113099
  H     0.426504   -5.585188   -0.189059
</0_90.xyz>

<10_90.xyz>
  C    -0.291710    4.509383    0.174762
  C    -1.295990    3.753495   -0.420281
  C     0.735121    3.870950    0.862385
  H     1.520875    4.452348    1.325801
  C    -1.277734    2.366533   -0.331683
  C     0.760646    2.484897    0.959291
  H    -2.055388    1.770422   -0.788751
  H     1.550705    1.979866    1.497572
  C    -0.241770    1.736790    0.350420
  N    -0.258589    0.316312    0.512623
  N     0.302510   -0.308747   -0.399161
  C     1.140531   -3.805070   -1.148375
  C     1.082021   -2.417308   -1.185575
  C     0.290358   -1.729060   -0.269164
  C    -0.463629   -2.429075    0.677277
  C    -0.407317   -3.812655    0.703148
  C     0.395932   -4.503172   -0.205157
  H     1.760219   -4.338847   -1.855720
  H     1.643595   -1.848276   -1.913471
  H    -0.991479   -4.360624    1.430244
  H    -1.080669   -1.879708    1.372817
  H    -2.096861    4.242913   -0.958126
  H    -0.310108    5.588273    0.105070
  H     0.433778   -5.583876   -0.177810
</10_90.xyz>

<20_90.xyz>
  C    -0.303849    4.507238    0.177202
  C    -1.346456    3.739996   -0.330986
  C     0.781020    3.880970    0.781939
  H     1.596553    4.471320    1.177614
  C    -1.308766    2.353668   -0.238272
  C     0.826521    2.495718    0.882561
  H    -2.115668    1.748851   -0.628333
  H     1.661751    2.000016    1.357577
  C    -0.215208    1.736316    0.359951
  N    -0.206425    0.316276    0.530264
  N     0.283565   -0.309411   -0.421029
  C     1.213132   -3.803167   -1.076871
  C     1.148224   -2.416604   -1.130813
  C     0.283811   -1.728276   -0.282569
  C    -0.548682   -2.427035    0.595477
  C    -0.490488   -3.810889    0.632116
  C     0.393441   -4.501009   -0.197082
  H     1.893173   -4.337412   -1.726047
  H     1.761939   -1.849718   -1.817121
  H    -1.137407   -4.358180    1.304500
  H    -1.227955   -1.876993    1.229987
  H    -2.192671    4.219936   -0.804019
  H    -0.337360    5.585566    0.104590
  H     0.432853   -5.581414   -0.162499
</20_90.xyz>

<30_90.xyz>
  C    -0.316906    4.504431    0.181018
  C    -1.390138    3.725711   -0.238103
  C     0.818930    3.890709    0.698820
  H     1.658221    4.490156    1.024997
  C    -1.332378    2.340221   -0.143016
  C     0.885055    2.506440    0.801345
  H    -2.162538    1.726527   -0.464411
  H     1.760154    2.020351    1.209843
  C    -0.188471    1.735764    0.367491
  N    -0.152893    0.316035    0.542854
  N     0.264245   -0.309849   -0.441999
  C     1.276874   -3.800681   -0.999556
  C     1.210665   -2.415346   -1.069113
  C     0.279843   -1.727144   -0.294053
  C    -0.624750   -2.424344    0.508969
  C    -0.567943   -3.808851    0.555220
  C     0.386820   -4.498581   -0.189831
  H     2.011213   -4.335434   -1.586196
  H     1.874977   -1.851221   -1.709044
  H    -1.271652   -4.355055    1.168826
  H    -1.358298   -1.873322    1.079246
  H    -2.276081    4.195906   -0.643284
  H    -0.365982    5.582048    0.106850
  H     0.426080   -5.578707   -0.148737
</30_90.xyz>

<40_90.xyz>
  C    -0.328698    4.502184    0.184830
  C    -1.425472    3.712982   -0.143976
  C     0.849865    3.900179    0.613140
  H     1.707398    4.507912    0.868867
  C    -1.348844    2.328475   -0.047692
  C     0.935496    2.517009    0.716076
  H    -2.196946    1.706702   -0.299114
  H     1.844239    2.039928    1.055958
  C    -0.162817    1.736139    0.372412
  N    -0.101414    0.316822    0.551355
  N     0.240571   -0.310688   -0.460223
  C     1.332014   -3.796579   -0.918086
  C     1.266644   -2.412254   -0.999254
  C     0.274874   -1.726721   -0.301328
  C    -0.693196   -2.424695    0.420575
  C    -0.637710   -3.810044    0.473576
  C     0.378837   -4.497219   -0.184989
  H     2.115116   -4.329825   -1.439477
  H     1.978380   -1.849363   -1.587195
  H    -1.390529   -4.356655    1.025359
  H    -1.473970   -1.874552    0.925667
  H    -2.344735    4.174115   -0.479270
  H    -0.392487    5.578983    0.110113
  H     0.418431   -5.577071   -0.139186
</40_90.xyz>

<50_90.xyz>
  C    -0.336746    4.500962    0.186280
  C    -1.451495    3.703591   -0.049064
  C     0.875959    3.908526    0.522725
  H     1.747368    4.522768    0.705490
  C    -1.358985    2.320191    0.049191
  C     0.978068    2.526544    0.626765
  H    -2.220693    1.692064   -0.129687
  H     1.913915    2.056804    0.895974
  C    -0.139519    1.737867    0.376608
  N    -0.055027    0.319038    0.558524
  N     0.208828   -0.311967   -0.472832
  C     1.380288   -3.788637   -0.832518
  C     1.313873   -2.404930   -0.919385
  C     0.264045   -1.727497   -0.303835
  C    -0.757470   -2.431488    0.330455
  C    -0.699238   -3.817635    0.386333
  C     0.372777   -4.497396   -0.183801
  H     2.208512   -4.315989   -1.285838
  H     2.068933   -1.839253   -1.447600
  H    -1.492890   -4.368443    0.872810
  H    -1.580995   -1.886680    0.769571
  H    -2.397368    4.157401   -0.312594
  H    -0.412902    5.576865    0.110395
  H     0.415809   -5.576941   -0.135828
</50_90.xyz>

<60_90.xyz>
  C    -0.339328    4.501113    0.186207
  C    -1.467162    3.699550    0.047115
  C     0.898325    3.914089    0.427853
  H     1.779795    4.531701    0.535441
  C    -1.363051    2.317113    0.147249
  C     1.012592    2.533112    0.532774
  H    -2.234581    1.685691    0.043344
  H     1.968485    2.067552    0.728895
  C    -0.119379    1.740634    0.378993
  N    -0.015925    0.322225    0.562901
  N     0.165713   -0.313878   -0.481419
  C     1.422872   -3.775340   -0.742058
  C     1.349573   -2.391988   -0.830241
  C     0.243289   -1.729804   -0.304797
  C    -0.819891   -2.446495    0.236994
  C    -0.751030   -3.832960    0.294492
  C     0.372119   -4.498834   -0.184268
  H     2.293598   -4.291068   -1.123535
  H     2.141981   -1.818141   -1.290603
  H    -1.576265   -4.393051    0.713052
  H    -1.683777   -1.913146    0.607736
  H    -2.432506    4.149277   -0.142299
  H    -0.424515    5.576251    0.109256
  H     0.424116   -5.577841   -0.134947
</60_90.xyz>

<70_90.xyz>
  C    -0.337599    4.502043    0.186944
  C    -1.472585    3.699505    0.146731
  C     0.916238    3.916902    0.329154
  H     1.803126    4.535347    0.359533
  C    -1.359663    2.317764    0.246776
  C     1.039791    2.536615    0.432954
  H    -2.236300    1.685472    0.219962
  H     2.008970    2.072516    0.552332
  C    -0.100631    1.743567    0.378308
  N     0.018531    0.325378    0.562013
  N     0.113332   -0.316173   -0.488782
  C     1.459311   -3.756956   -0.645287
  C     1.373215   -2.373915   -0.732900
  C     0.213108   -1.733255   -0.308692
  C    -0.880345   -2.468084    0.137070
  C    -0.793453   -3.853950    0.198383
  C     0.376484   -4.500378   -0.183995
  H     2.369283   -4.256191   -0.949411
  H     2.196292   -1.787101   -1.116745
  H    -1.641664   -4.427723    0.546570
  H    -1.782431   -1.951717    0.433909
  H    -2.450563    4.147896    0.035019
  H    -0.429606    5.576643    0.110472
  H     0.442207   -5.578443   -0.132182
</70_90.xyz>

<80_90.xyz>
  C    -0.332736    4.502496    0.190783
  C    -1.467587    3.701079    0.251874
  C     0.928308    3.916751    0.227472
  H     1.814930    4.534367    0.178625
  C    -1.347538    2.319681    0.348235
  C     1.059367    2.536796    0.326647
  H    -2.223542    1.688126    0.400275
  H     2.034916    2.072217    0.364451
  C    -0.082222    1.745209    0.373751
  N     0.050818    0.326941    0.553015
  N     0.054441   -0.318523   -0.498253
  C     1.488584   -3.733697   -0.540572
  C     1.384705   -2.351314   -0.629199
  C     0.176113   -1.736865   -0.320162
  C    -0.937027   -2.493470    0.027270
  C    -0.826841   -3.877391    0.098422
  C     0.384548   -4.500187   -0.180007
  H     2.433027   -4.212951   -0.760133
  H     2.230598   -1.747814   -0.928124
  H    -1.690052   -4.467958    0.374152
  H    -1.873587   -1.997907    0.241762
  H    -2.451200    4.150067    0.222521
  H    -0.430218    5.576829    0.117528
  H     0.467241   -5.576721   -0.122196
</80_90.xyz>

<90_90.xyz>
  C    -0.326684    4.501380    0.198166
  C    -1.452156    3.701162    0.362141
  C     0.932265    3.914698    0.124283
  H     1.811425    4.531386   -0.004916
  C    -1.324999    2.319931    0.451196
  C     1.070692    2.534864    0.215112
  H    -2.193141    1.689159    0.582980
  H     2.045488    2.069628    0.167148
  C    -0.062767    1.744648    0.365585
  N     0.084099    0.326236    0.535537
  N    -0.006187   -0.320947   -0.510076
  C     1.508571   -3.706856   -0.428218
  C     1.384721   -2.325773   -0.521083
  C     0.137589   -1.739625   -0.339690
  C    -0.985988   -2.519421   -0.092708
  C    -0.851704   -3.900041   -0.004639
  C     0.393194   -4.497067   -0.171105
  H     2.479919   -4.164918   -0.556987
  H     2.244008   -1.703318   -0.728803
  H    -1.722864   -4.508727    0.196631
  H    -1.949946   -2.045698    0.030911
  H    -2.434155    4.150994    0.419210
  H    -0.429604    5.575594    0.130912
  H     0.493270   -5.571526   -0.103449
</90_90.xyz>

